Experiment,Perovskite,Halogen,N_Slab,Molecule,Eslab,TotalAtoms,A,B,C,Alpha,Beta,Gamma,Emol,NCarbonsMol,NNitrogensMol,NHydrogensMol,FamilyMol,ParityMol,NormEnergy,MolAtoms,NormEmol
MAPbI3_n1_[NH3+]CC1=CC=C(C[NH3+])C=C1,MAPbI3,I,1,[NH3+]CC1=CC=C(C[NH3+])C=C1,-362.51374218,58.0,8.653219359826773,8.619233837542597,12.241354764669037,90.14365971262576,90.63049495253892,89.99145005691781,-144.91357426,8,2,14,benzene,even,-1.253217132068966,24,-6.0380655941666665
MAPbI3_n2_[NH3+]CCCCC[NH3+],MAPbI3,I,2,[NH3+]CCCCC[NH3+],-391.82899556999996,80.0,8.515233170411662,8.624626636499597,18.504794898093323,89.82344503283214,90.0204385548618,90.00101671175193,-119.9004908,5,2,16,lineal,odd,-1.9003501746249996,23,-5.213064817391304
MAPbI3_n1_[NH3+]CCC1CCC(CC[NH3+])CC1,MAPbI3,I,1,[NH3+]CCC1CCC(CC[NH3+])CC1,-477.44789109,82.0,8.524918279744723,8.617197977895696,13.702813781429306,98.12916536865977,97.66937100285836,89.42802293366134,-197.7105717,10,2,24,cyclic,even,-1.0003261913414632,36,-5.491960325
MAPbI3_n3_[NH3+]CC1=CC=C(C[NH3+])C=C1,MAPbI3,I,3,[NH3+]CC1=CC=C(C[NH3+])C=C1,-504.63644021000005,106.0,8.652391761755934,8.719734108989957,24.614600619231442,90.03632854236456,90.43642230066911,90.00042636171521,-144.91357426,8,2,14,benzene,even,-2.0265027517924534,24,-6.0380655941666665
MAPbI3_n2_[NH3+]CCCC[NH3+],MAPbI3,I,2,[NH3+]CCCC[NH3+],-357.94226826,74.0,8.684582389291206,8.619037780166758,17.01702736259575,90.00205705564149,86.65749482113374,89.99438679159397,-102.71394975,4,2,14,lineal,even,-2.0610049832432433,20,-5.1356974875
MAPbI3_n3_CC(C)(CCC[NH3+])C(C)(C)CCC[NH3+],MAPbI3,I,3,CC(C)(CCC[NH3+])C(C)(C)CCC[NH3+],-703.4003667,146.0,8.663141543843997,8.49418813523482,28.123221233165832,89.96254104113912,97.77705819713098,89.99405768493553,-239.68893898,12,2,30,branch,even,-1.534400607808219,44,-5.447475885909091
MAPbI3_n3_[NH3+]CCCCCCC[NH3+],MAPbI3,I,3,[NH3+]CCCCCCC[NH3+],-531.56306728,116.0,8.608230968781864,8.748856705631715,27.32967918517891,90.09882429919712,90.25188717772073,89.99615052510529,-154.15919643,7,2,20,lineal,odd,-1.9245230553448278,29,-5.315834359655173
MAPbI3_n3_[NH3+]C1=CC=C([NH3+])C=C1,MAPbI3,I,3,[NH3+]C1=CC=C([NH3+])C=C1,-435.16861715999994,94.0,8.421490304499057,8.860503239241016,23.558548961927418,89.99603922276695,92.45173978834833,90.00719518668828,-106.77937656,6,2,10,benzene,even,-2.3575517451063823,18,-5.932187586666667
MAPbI3_n1_[NH3+]CCC1=CC=C(CC[NH3+])C=C1,MAPbI3,I,1,[NH3+]CCC1=CC=C(CC[NH3+])C=C1,-431.59829856,70.0,8.78481079162814,8.408668045867016,13.757369096851066,90.00237635432518,71.38257566275522,90.00010624998016,-174.85017724,10,2,18,benzene,even,-1.1699706297142858,30,-5.8283392413333335
MAPbI3_n3_[NH3+]CC1CCC(C[NH3+])CC1,MAPbI3,I,3,[NH3+]CC1CCC(C[NH3+])CC1,-550.9551755499999,118.0,8.627134298688649,8.815354898054144,24.226324176442112,89.01952168103041,90.62342797006089,90.06349802481286,-163.65683647,8,2,20,cyclic,even,-1.8952669712711858,30,-5.455227882333333
MAPbI3_n3_[NH3+]C1CCC([NH3+])CC1,MAPbI3,I,3,[NH3+]C1CCC([NH3+])CC1,-483.0233850499999,106.0,8.754669045315618,8.635405717916957,23.594078681448973,89.99627144812844,92.45507987989153,89.99829093594467,-129.72100752,6,2,16,cyclic,even,-2.1092582076415085,24,-5.40504198
MAPbI3_n1_[NH3+]CCCCCCCCCC[NH3+],MAPbI3,I,1,[NH3+]CCCCCCCCCC[NH3+],-492.96915523000007,86.0,8.74204162308146,8.404114652755336,15.87051629779946,88.70484850991357,62.54862590761827,90.71999830875909,-205.48700074,10,2,26,lineal,even,-0.9534320203488377,38,-5.407552651052632
MAPbI3_n1_[NH3+]CCCCCC[NH3+],MAPbI3,I,1,[NH3+]CCCCCC[NH3+],-355.39746358,62.0,8.84280011051412,8.557982382356846,12.409120874208813,90.86426718293178,75.66037748011662,90.27749277390573,-137.11831366,6,2,18,lineal,even,-1.3090457461290321,26,-5.273781294615385
MAPbI3_n1_CC(C)(CC[NH3+])C(C)(C)CC[NH3+],MAPbI3,I,1,CC(C)(CC[NH3+])C(C)(C)CC[NH3+],-492.57363510000005,86.0,8.499449596385626,8.931701999891477,13.254483128723598,89.54011714429063,92.55922519987487,89.79877379201876,-205.40703172,10,2,26,branch,even,-0.950692693720931,38,-5.405448203157895
MAPbI3_n3_[NH3+]CCCC1=CC=C(CCC[NH3+])C=C1,MAPbI3,I,3,[NH3+]CCCC1=CC=C(CCC[NH3+])C=C1,146.19802849000007,130.0,8.589270855777656,8.815813515571353,28.275844294786328,88.01490746535728,93.33074798068647,90.0667742837033,-209.2911342,12,2,22,benzene,even,4.34446382223077,36,-5.813642616666666
MAPbI3_n1_CC(C)(CCC[NH3+])CCC[NH3+],MAPbI3,I,1,CC(C)(CCC[NH3+])CCC[NH3+],-458.24196113000005,80.0,8.520207269395566,8.63701081957912,15.211843916840607,88.74367804335705,91.49310585426898,89.98641284420238,-188.49022561,9,2,24,branch,odd ,-1.0157688738750004,35,-5.385435017428572
MAPbI3_n3_[NH3+]CCCCCC[NH3+],MAPbI3,I,3,[NH3+]CCCCCC[NH3+],-497.66108700999985,110.0,8.792321813382532,8.468891497279893,24.290482130201465,90.22021426094268,81.32965338477527,89.97673744322897,-137.11831366,6,2,18,lineal,even,-2.031131451727271,26,-5.273781294615385
MAPbI3_n2_[NH3+]CCCC1=CC=C(CCC[NH3+])C=C1,MAPbI3,I,2,[NH3+]CCCC1=CC=C(CCC[NH3+])C=C1,-570.93152033,106.0,8.65652761015063,8.73815275333279,21.370238824579094,85.23733439204878,99.24713168275937,89.4234438494903,-209.2911342,12,2,22,benzene,even,-1.4372570936792457,36,-5.813642616666666
MAPbI3_n3_CC(C)(CCCC[NH3+])C(C)(C)CCCC[NH3+],MAPbI3,I,3,CC(C)(CCCC[NH3+])C(C)(C)CCCC[NH3+],-771.9496443,158.0,8.611361228550884,8.462689457530653,29.991258476048102,90.84465155432277,80.58635704233383,89.99051834328796,-273.96963262,14,2,34,branch,even,-1.4177872092405062,50,-5.4793926524000005
MAPbI3_n1_[NH3+]CCCCCCCCC[NH3+],MAPbI3,I,1,[NH3+]CCCCCCCCC[NH3+],-458.41936942000007,80.0,8.941204338943377,8.356596631816132,15.561655246391553,91.04299145138637,62.88484032059081,88.71168848459172,-188.42385467,9,2,24,lineal,odd,-1.019645751000001,35,-5.383538704857143
MAPbI3_n3_CC(C)(CCCC[NH3+])CCCC[NH3+],MAPbI3,I,3,CC(C)(CCCC[NH3+])CCCC[NH3+],-669.19510992,140.0,8.617458163329303,8.694238131323196,29.517552686363494,89.76081088508106,89.52994214749614,89.99559479499692,-222.86891444,11,2,28,branch,odd,-1.5961234360000003,41,-5.435827181463415
MAPbI3_n3_CC(C)(CCC[NH3+])CCC[NH3+],MAPbI3,I,3,CC(C)(CCC[NH3+])CCC[NH3+],-600.31733446,128.0,8.59609934920422,8.725528843931084,27.60854593382128,89.52351509212608,91.21522597107558,90.0038655162463,-188.49022561,9,2,24,branch,odd ,-1.7448194003124997,35,-5.385435017428572
MAPbI3_n2_CC(C)(CCCC[NH3+])C(C)(C)CCCC[NH3+],MAPbI3,I,2,CC(C)(CCCC[NH3+])C(C)(C)CCCC[NH3+],-701.1715000300001,134.0,8.74319249802694,8.507683234115794,24.02975791835411,91.63774012707619,79.1131891483024,89.90728798848194,-273.96963262,14,2,34,branch,even,-1.1435241402238807,50,-5.4793926524000005
MAPbI3_n3_[NH3+]CCCC[NH3+],MAPbI3,I,3,[NH3+]CCCC[NH3+],-429.08825295999986,98.0,8.65189458232889,8.723337051376975,23.071017237416623,89.99737839110831,87.76883087347703,90.00026429387036,-102.71394975,4,2,14,lineal,even,-2.282248504693876,20,-5.1356974875
MAPbI3_n2_CC(C)(CCCC[NH3+])CCCC[NH3+],MAPbI3,I,2,CC(C)(CCCC[NH3+])CCCC[NH3+],-598.18853403,116.0,8.615472147128145,8.657340459722336,23.283753222867237,89.93840031680253,89.38756332605082,89.99657843272425,-222.86891444,11,2,28,branch,odd,-1.314230216810345,41,-5.435827181463415
MAPbI3_n2_[NH3+]CCCCCCCC[NH3+],MAPbI3,I,2,[NH3+]CCCCCCCC[NH3+],-495.41801408000003,98.0,8.768429961861381,8.526131163848651,19.739939099942447,88.35364659019919,76.31554808002132,90.15823416657477,-171.34456379,8,2,22,lineal,even,-1.5584580255102045,32,-5.3545176184375
MAPbI3_n2_[NH3+]CCC[NH3+],MAPbI3,I,2,[NH3+]CCC[NH3+],-322.96002375,68.0,8.450417429437437,8.76425548366535,16.899780307664066,89.89136129948757,89.9435281088575,89.99803240389154,-85.54443369,3,2,12,lineal,odd,-2.233399358382353,17,-5.032025511176471
MAPbI3_n3_[NH3+]CCC1=CC=C(CC[NH3+])C=C1,MAPbI3,I,3,[NH3+]CCC1=CC=C(CC[NH3+])C=C1,-573.68884957,118.0,8.705230652829515,8.626134517157572,25.827526461848002,89.98257205194126,80.26763027188487,89.99324484264872,-174.85017724,10,2,18,benzene,even,-1.8982075855084748,30,-5.8283392413333335
MAPbI3_n2_[NH3+]CCC1=CC=C(CC[NH3+])C=C1,MAPbI3,I,2,[NH3+]CCC1=CC=C(CC[NH3+])C=C1,-502.1612256000001,94.0,8.724646672436034,8.651232642376675,20.149174855514158,94.09765415741056,103.26756393031053,90.13901665977917,-174.85017724,10,2,18,benzene,even,-1.6219241608510648,30,-5.8283392413333335
MAPbI3_n1_CC(C)(CC[NH3+])CC[NH3+],MAPbI3,I,1,CC(C)(CC[NH3+])CC[NH3+],-390.10888319000003,68.0,8.699397563591667,8.540666211508352,12.429221493580288,89.98487991574576,90.00194598167904,89.99952423369335,-154.18603206,7,2,20,branch,odd,-1.2020120451470593,29,-5.316759726206897
MAPbI3_n3_[NH3+]CCC1CCC(CC[NH3+])CC1,MAPbI3,I,3,[NH3+]CCC1CCC(CC[NH3+])CC1,-619.76798783,130.0,8.591443371860125,8.86189730273251,26.13356292176016,93.10324821768565,94.45320604975275,89.96308526506537,-197.7105717,10,2,24,cyclic,even,-1.7257449571538463,36,-5.491960325
MAPbI3_n1_[NH3+]CCCC1CCC(CCC[NH3+])CC1,MAPbI3,I,1,[NH3+]CCCC1CCC(CCC[NH3+])CC1,-545.65737854,94.0,8.553730268323475,8.517224250155149,16.336399495226633,81.93295440143645,91.81519167149531,89.78523457325224,-232.03610252,12,2,28,cyclic,even,-0.8679273776595744,42,-5.524669107619047
MAPbI3_n2_[NH3+]C1=CC=C([NH3+])C=C1,MAPbI3,I,2,[NH3+]C1=CC=C([NH3+])C=C1,-363.82769533,70.0,8.53029797368604,8.674766150879348,17.300522306887384,89.87659869384416,86.82183013735533,89.94745800015932,-106.77937656,6,2,10,benzene,even,-2.146699174428571,18,-5.932187586666667
MAPbI3_n3_CC(C)(CC[NH3+])CC[NH3+],MAPbI3,I,3,CC(C)(CC[NH3+])CC[NH3+],-532.1361102399999,116.0,8.608891513002348,8.7447409347575,25.107756071029492,89.99847734991829,90.16411057393786,89.99579880701422,-154.18603206,7,2,20,branch,odd,-1.9290003975862058,29,-5.316759726206897
MAPbI3_n2_[NH3+]CCCCCC[NH3+],MAPbI3,I,2,[NH3+]CCCCCC[NH3+],-426.58144321,86.0,8.794424509231465,8.616741218472372,18.47195554960715,90.20951979890665,78.95898204436699,89.7511090055598,-137.11831366,6,2,18,lineal,even,-1.771451347558139,26,-5.273781294615385
MAPbI3_n3_CC(C)(C[NH3+])C[NH3+],MAPbI3,I,3,CC(C)(C[NH3+])C[NH3+],-462.83823874999985,104.0,8.530973881156212,8.856323945187603,23.20442170556051,90.61335833999125,90.70365287566503,89.6691702697187,-120.13791333,5,2,16,branch,odd,-2.1400231931730755,23,-5.223387536086957
MAPbI3_n1_CC(C)(C[NH3+])C(C)(C)C[NH3+],MAPbI3,I,1,CC(C)(C[NH3+])C(C)(C)C[NH3+],-423.31382364,74.0,8.656003267575374,9.344627474074509,11.462209463729138,87.62368141135313,85.76773318400643,89.12526665435146,-171.16718275,8,2,22,branch,even,-1.0943170018918922,32,-5.3489744609375
MAPbI3_n1_CC(C)(CCCC[NH3+])CCCC[NH3+],MAPbI3,I,1,CC(C)(CCCC[NH3+])CCCC[NH3+],-526.97261991,92.0,8.433040464047636,8.408505202642154,17.045498284816624,90.19189675388222,88.60460120854907,89.98618331602232,-222.86891444,11,2,28,branch,odd,-0.8829868590217397,41,-5.435827181463415
MAPbI3_n1_[NH3+]CCCC1=CC=C(CCC[NH3+])C=C1,MAPbI3,I,1,[NH3+]CCCC1=CC=C(CCC[NH3+])C=C1,-494.36664141000006,82.0,8.54764990961278,8.493555013165569,16.42308725504072,98.88913279762218,101.14419188455192,90.00505114534081,-209.2911342,12,2,22,benzene,even,-0.9241996708536595,36,-5.813642616666666
MAPbI3_n2_[NH3+]CC1=CC=C(C[NH3+])C=C1,MAPbI3,I,2,[NH3+]CC1=CC=C(C[NH3+])C=C1,-433.58382544999995,82.0,8.641965885211105,8.689985460584277,18.431366080969894,90.0558065367319,90.62797123490162,89.99606057004968,-144.91357426,8,2,14,benzene,even,-1.7531302064634142,24,-6.0380655941666665
MAPbI3_n2_CC(C)(CCC[NH3+])C(C)(C)CCC[NH3+],MAPbI3,I,2,CC(C)(CCC[NH3+])C(C)(C)CCC[NH3+],-632.3816346799999,122.0,8.798570428605526,8.895645732755925,21.28288843409653,89.03066739676645,80.75752026077383,90.14036284497028,-239.68893898,12,2,30,branch,even,-1.2541291534426227,44,-5.447475885909091
MAPbI3_n2_CC(C)(CC[NH3+])C(C)(C)CC[NH3+],MAPbI3,I,2,CC(C)(CC[NH3+])C(C)(C)CC[NH3+],-563.7677193899999,110.0,8.633339495125547,8.885221532998388,19.870267548059516,89.98358957135285,91.785801456749,90.08535355044597,-205.40703172,10,2,26,branch,even,-1.3904877813636356,38,-5.405448203157895
MAPbI3_n2_[NH3+]CCC1CCC(CC[NH3+])CC1,MAPbI3,I,2,[NH3+]CCC1CCC(CC[NH3+])CC1,-548.6862588199999,106.0,8.644716786784981,8.762910548398725,19.95653146444525,94.7067177564631,95.76742146736163,89.83292490989348,-197.7105717,10,2,24,cyclic,even,-1.4458973152830181,36,-5.491960325
MAPbI3_n2_[NH3+]CCCCCCCCCC[NH3+],MAPbI3,I,2,[NH3+]CCCCCCCCCC[NH3+],-563.5830653999999,110.0,8.800509088038162,8.625870727386454,22.7131847747482,96.91436657713945,73.21789135941951,90.30460856972005,-205.48700074,10,2,26,lineal,even,-1.3873551265454533,38,-5.407552651052632
MAPbI3_n1_CC(C)(CCC[NH3+])C(C)(C)CCC[NH3+],MAPbI3,I,1,CC(C)(CCC[NH3+])C(C)(C)CCC[NH3+],-560.9437046400001,98.0,8.6294384323638,8.636103500439175,16.451857753848046,91.06825616366216,95.35028379691663,90.49550304543173,-239.68893898,12,2,30,branch,even,-0.8323043538775521,44,-5.447475885909091
MAPbI3_n2_CC(C)(CC[NH3+])CC[NH3+],MAPbI3,I,2,CC(C)(CC[NH3+])CC[NH3+],-461.12011383000004,92.0,8.583699766331435,8.724979520142282,18.89270555048444,89.99670200940368,89.99976868627674,89.99395130023997,-154.18603206,7,2,20,branch,odd,-1.6603048881521743,29,-5.316759726206897
MAPbI3_n2_[NH3+]CCCC1CCC(CCC[NH3+])CC1,MAPbI3,I,2,[NH3+]CCCC1CCC(CCC[NH3+])CC1,-616.93818973,118.0,8.6423042673305,8.731569786292946,22.726282043457836,85.22765432187194,90.73599968298109,89.83474640874192,-232.03610252,12,2,28,cyclic,even,-1.2954744465254238,42,-5.524669107619047
MAPbI3_n1_[NH3+]CCCCCCC[NH3+],MAPbI3,I,1,[NH3+]CCCCCCC[NH3+],-389.47699227,68.0,8.519339063755194,8.67486442641755,15.09886855264555,89.49883124869609,89.75172027221949,90.00983824877008,-154.15919643,7,2,20,lineal,odd,-1.1935088148529407,29,-5.315834359655173
MAPbI3_n1_[NH3+]CCCCC[NH3+],MAPbI3,I,1,[NH3+]CCCCC[NH3+],-320.87911604,56.0,8.528059345981331,8.694560718373088,12.616939199957356,89.62484321659561,89.95780034097531,90.00284161435637,-119.9004908,5,2,16,lineal,odd,-1.447823829285714,23,-5.213064817391304
MAPbI3_n2_[NH3+]CC1CCC(C[NH3+])CC1,MAPbI3,I,2,[NH3+]CC1CCC(C[NH3+])CC1,-479.85761402,94.0,8.689348324307694,8.725022326292997,17.956427562937247,88.73285599354757,90.9142093428781,90.12219762378075,-163.65683647,8,2,20,cyclic,even,-1.6228078838297875,30,-5.455227882333333
MAPbI3_n2_CC(C)(CCC[NH3+])CCC[NH3+],MAPbI3,I,2,CC(C)(CCC[NH3+])CCC[NH3+],-529.3108199599999,104.0,8.584029925772402,8.693840531430316,21.3788171679125,89.73039403359235,90.5898878610477,89.99391539481064,-188.49022561,9,2,24,branch,odd ,-1.4647150840384602,35,-5.385435017428572
MAPbI3_n1_[NH3+]C1=CC=C([NH3+])C=C1,MAPbI3,I,1,[NH3+]C1=CC=C([NH3+])C=C1,-293.07907652000006,46.0,9.213745323676958,7.80797553484774,10.565506627735145,81.70887572827023,93.24411572802265,91.10160390013723,-106.77937656,6,2,10,benzene,even,-1.7287026826086969,18,-5.932187586666667
MAPbI3_n2_CC(C)(C[NH3+])C(C)(C)C[NH3+],MAPbI3,I,2,CC(C)(C[NH3+])C(C)(C)C[NH3+],-494.22438596999996,98.0,8.695990478916784,9.041273015924425,18.089622170874897,90.4917282901738,87.26251370621897,89.56299073115993,-171.16718275,8,2,22,branch,even,-1.5498981680612243,32,-5.3489744609375
MAPbI3_n1_[NH3+]CCC[NH3+],MAPbI3,I,1,[NH3+]CCC[NH3+],-252.03586622999998,44.0,8.45863235403219,8.650111951029896,10.497659554483343,89.53410181253663,89.87840199583287,90.00383975356908,-85.54443369,3,2,12,lineal,odd,-1.8397045193181811,17,-5.032025511176471
MAPbI3_n3_[NH3+]CCCC1CCC(CCC[NH3+])CC1,MAPbI3,I,3,[NH3+]CCCC1CCC(CCC[NH3+])CC1,-687.7726745,142.0,8.572678429031672,8.618825842782186,28.61732306381113,86.53851253241253,90.7452041130987,89.68392541604285,-232.03610252,12,2,28,cyclic,even,-1.5753554187323946,42,-5.524669107619047
MAPbI3_n1_[NH3+]CCCCCCCC[NH3+],MAPbI3,I,1,[NH3+]CCCCCCCC[NH3+],-424.36925911000003,74.0,8.827196689981305,8.387239015115773,13.747208876138918,88.0294044105742,69.94641793375882,90.28256687245059,-171.34456379,8,2,22,lineal,even,-1.1037855612162168,32,-5.3545176184375
MAPbI3_n2_[NH3+]CCCCCCCCC[NH3+],MAPbI3,I,2,[NH3+]CCCCCCCCC[NH3+],-529.7275231399999,104.0,8.826602384517436,8.518632868800125,20.952717443682165,89.85138474272725,71.67296642681792,89.43003617945854,-188.42385467,9,2,24,lineal,odd,-1.4699982096153836,35,-5.383538704857143
MAPbI3_n3_[NH3+]CCCCC[NH3+],MAPbI3,I,3,[NH3+]CCCCC[NH3+],-462.97108275999994,104.0,8.608094269094021,8.759514197452104,24.945919014572578,89.86828993426724,90.30655231431653,90.00374946765781,-119.9004908,5,2,16,lineal,odd,-2.1458663573076917,23,-5.213064817391304
MAPbI3_n1_[NH3+]C1CCC([NH3+])CC1,MAPbI3,I,1,[NH3+]C1CCC([NH3+])CC1,-341.09293399,58.0,9.122465741719157,7.946939741351146,11.065973191859838,90.00351155594291,94.28281052767109,90.00098137805611,-129.72100752,6,2,16,cyclic,even,-1.4077744646551724,24,-5.40504198
MAPbI3_n1_[NH3+]CCCC[NH3+],MAPbI3,I,1,[NH3+]CCCC[NH3+],-286.94159260000004,50.0,8.70134609764398,8.574985980452555,10.676364971648411,89.96058633445861,84.93119530897233,89.9899163990486,-102.71394975,4,2,14,lineal,even,-1.6302738620000008,20,-5.1356974875
